Date,Adj Close,
17-11-1997,3578.10,3953.31
18-11-1997,3518.90,3938.92
19-11-1997,3454.65,3924.39
20-11-1997,3466.86,3910.83
21-11-1997,3523.44,3900.64
24-11-1997,3403.07,3887.45
25-11-1997,3479.89,3876.71
26-11-1997,3535.52,3868.58
27-11-1997,3628.07,3860.98
28-11-1997,3560.29,3852.45
01-12-1997,3569.65,3846.20
02-12-1997,3553.48,3841.08
03-12-1997,3562.37,3835.03
04-12-1997,3527.10,3828.32
05-12-1997,3469.08,3820.44
08-12-1997,3468.19,3811.88
09-12-1997,3391.59,3801.71
10-12-1997,3347.33,3789.97
11-12-1997,3329.14,3778.82
12-12-1997,3329.27,3767.45
15-12-1997,3367.56,3757.25
16-12-1997,3424.87,3748.18
17-12-1997,3487.02,3739.75
18-12-1997,3472.35,3731.17
19-12-1997,3540.19,3725.01
22-12-1997,3616.34,3720.75
23-12-1997,3641.11,3717.83
24-12-1997,3607.69,3715.24
26-12-1997,3633.38,3712.24
29-12-1997,3706.79,3710.35
30-12-1997,3637.71,3706.38
31-12-1997,3658.98,3702.16
01-01-1998,3694.62,3698.69
02-01-1998,3719.85,3695.80
05-01-1998,3739.21,3693.16
06-01-1998,3719.62,3691.13
07-01-1998,3683.31,3688.37
08-01-1998,3598.16,3683.42
09-01-1998,3530.20,3677.07
12-01-1998,3395.04,3667.79
13-01-1998,3431.72,3657.86
14-01-1998,3400.79,3647.30
15-01-1998,3365.78,3637.04
16-01-1998,3382.32,3626.68
19-01-1998,3480.86,3617.22
20-01-1998,3455.95,3606.90
21-01-1998,3418.34,3595.21
22-01-1998,3380.30,3583.51
23-01-1998,3351.21,3571.90
27-01-1998,3276.21,3560.26
28-01-1998,3209.55,3548.39
29-01-1998,3224.36,3537.12
02-02-1998,3354.80,3530.00
03-02-1998,3354.88,3523.08
04-02-1998,3319.19,3515.35
05-02-1998,3352.48,3508.60
06-02-1998,3366.70,3502.29
09-02-1998,3348.35,3495.96
10-02-1998,3317.70,3489.55
11-02-1998,3292.91,3482.72
12-02-1998,3293.89,3477.34
13-02-1998,3373.53,3474.47
16-02-1998,3449.77,3472.56
17-02-1998,3413.36,3469.95
18-02-1998,3401.88,3468.09
19-02-1998,3437.64,3467.82
20-02-1998,3417.30,3467.04
23-02-1998,3478.40,3466.32
24-02-1998,3484.69,3467.62
25-02-1998,3484.69,3467.69
26-02-1998,3571.63,3468.27
27-02-1998,3622.22,3468.17
02-03-1998,3772.61,3471.54
03-03-1998,3772.61,3474.76
04-03-1998,3743.93,3477.79
05-03-1998,3714.62,3480.20
06-03-1998,3708.58,3483.08
09-03-1998,3807.21,3488.45
10-03-1998,3798.25,3493.69
11-03-1998,3752.09,3499.41
12-03-1998,3716.50,3505.27
13-03-1998,3716.50,3511.42
16-03-1998,3785.23,3518.66
17-03-1998,3791.17,3525.38
18-03-1998,3825.02,3531.73
19-03-1998,3820.87,3537.03
20-03-1998,3840.40,3542.88
23-03-1998,3963.81,3549.60
24-03-1998,3927.67,3554.54
25-03-1998,3949.57,3559.44
26-03-1998,3891.75,3563.95
27-03-1998,3908.60,3568.32
30-03-1998,3897.98,3571.35
31-03-1998,3892.75,3575.40
01-04-1998,3969.57,3580.33
02-04-1998,3992.72,3585.06
03-04-1998,4076.05,3590.71
06-04-1998,4170.22,3597.56
07-04-1998,4194.27,3605.09
08-04-1998,4194.27,3613.20
09-04-1998,4194.27,3622.66
10-04-1998,4118.29,3632.00
13-04-1998,4085.93,3642.96
14-04-1998,4085.93,3653.35
15-04-1998,4192.50,3665.91
16-04-1998,4134.32,3678.11
17-04-1998,4186.76,3690.88
20-04-1998,4210.73,3702.47
21-04-1998,4280.96,3715.56
22-04-1998,4179.44,3727.64
23-04-1998,4092.23,3738.94
24-04-1998,4050.98,3750.05
27-04-1998,4082.83,3762.86
28-04-1998,4082.83,3776.72
29-04-1998,3970.28,3788.56
30-04-1998,4006.81,3798.91
01-05-1998,4006.81,3809.25
04-05-1998,4135.81,3822.22
05-05-1998,4147.29,3834.83
06-05-1998,4069.79,3845.99
07-05-1998,4069.79,3857.44
08-05-1998,4022.20,3868.63
11-05-1998,4022.20,3880.20
12-05-1998,3945.13,3890.54
13-05-1998,3782.76,3897.04
14-05-1998,3897.94,3904.15
15-05-1998,3849.80,3911.08
18-05-1998,3908.48,3919.12
19-05-1998,3924.42,3926.85
20-05-1998,3956.93,3935.41
21-05-1998,3908.79,3942.24
22-05-1998,3897.10,3948.79
25-05-1998,3908.11,3955.51
26-05-1998,3875.06,3960.33
27-05-1998,3777.19,3962.79
28-05-1998,3721.93,3961.98
29-05-1998,3686.39,3960.61
01-06-1998,3642.68,3959.01
02-06-1998,3573.21,3956.76
03-06-1998,3597.98,3955.01
04-06-1998,3546.21,3950.86
05-06-1998,3417.89,3944.83
08-06-1998,3416.73,3939.50
09-06-1998,3468.07,3935.56
10-06-1998,3311.41,3929.13
11-06-1998,3335.76,3921.99
12-06-1998,3347.41,3914.95
15-06-1998,3152.96,3904.28
16-06-1998,3161.08,3893.81
17-06-1998,3400.95,3886.83
18-06-1998,3292.33,3876.18
19-06-1998,3143.10,3863.72
22-06-1998,3078.51,3849.90
23-06-1998,3037.34,3836.33
24-06-1998,3143.64,3824.19
25-06-1998,3208.54,3813.25
26-06-1998,3168.82,3801.76
29-06-1998,3289.56,3790.96
30-06-1998,3250.69,3779.19
01-07-1998,3230.60,3765.77
02-07-1998,3180.73,3750.06
03-07-1998,3089.02,3732.52
06-07-1998,3178.31,3716.39
07-07-1998,3195.94,3700.54
08-07-1998,3245.88,3686.70
09-07-1998,3331.98,3674.73
10-07-1998,3401.74,3663.87
13-07-1998,3322.17,3650.05
14-07-1998,3371.50,3637.94
15-07-1998,3365.72,3624.91
16-07-1998,3488.77,3613.45
17-07-1998,3470.80,3600.59
20-07-1998,3384.75,3587.98
21-07-1998,3353.30,3576.25
22-07-1998,3344.33,3565.03
23-07-1998,3227.52,3551.46
24-07-1998,3171.30,3536.99
27-07-1998,3085.17,3522.94
28-07-1998,3166.84,3509.61
29-07-1998,3219.93,3497.12
30-07-1998,3212.10,3482.45
31-07-1998,3211.31,3467.60
03-08-1998,3112.95,3452.41
04-08-1998,3119.54,3437.33
05-08-1998,3133.42,3423.22
06-08-1998,3096.33,3408.52
07-08-1998,3062.25,3394.51
10-08-1998,3020.71,3382.41
11-08-1998,2970.64,3367.69
12-08-1998,2950.80,3353.42
13-08-1998,2990.22,3338.85
14-08-1998,2968.75,3323.68
17-08-1998,2917.07,3307.17
18-08-1998,2867.99,3290.65
19-08-1998,2884.59,3274.58
20-08-1998,2989.60,3260.00
21-08-1998,2922.61,3244.88
24-08-1998,2950.44,3231.76
25-08-1998,2993.36,3220.19
26-08-1998,2993.36,3209.19
27-08-1998,2974.83,3198.59
28-08-1998,2908.10,3188.04
31-08-1998,2933.85,3177.49
01-09-1998,2862.55,3166.64
02-09-1998,2886.91,3158.21
03-09-1998,2918.89,3150.31
04-09-1998,2975.10,3142.49
07-09-1998,3051.93,3138.37
08-09-1998,3096.10,3134.56
09-09-1998,3097.12,3130.59
10-09-1998,3108.67,3129.89
11-09-1998,3083.56,3128.66
14-09-1998,3167.22,3124.95
15-09-1998,3162.18,3122.88
16-09-1998,3138.66,3122.81
17-09-1998,3121.30,3123.49
18-09-1998,3090.72,3124.34
21-09-1998,3080.91,3123.34
22-09-1998,3095.25,3121.54
23-09-1998,3135.42,3121.01
24-09-1998,3225.30,3119.99
25-09-1998,3223.57,3119.56
28-09-1998,3206.92,3119.19
29-09-1998,3146.83,3118.65
30-09-1998,3102.29,3118.86
01-10-1998,3102.29,3117.65
02-10-1998,3102.29,3116.17
05-10-1998,2878.07,3110.33
06-10-1998,2919.74,3103.78
07-10-1998,3008.63,3097.55
08-10-1998,2896.14,3090.78
09-10-1998,2916.66,3083.56
12-10-1998,2872.48,3075.73
13-10-1998,2832.03,3065.31
14-10-1998,2890.72,3056.10
15-10-1998,2857.27,3047.73
16-10-1998,2848.11,3039.71
19-10-1998,2851.58,3031.89
20-10-1998,2764.16,3024.53
21-10-1998,2764.16,3018.07
22-10-1998,2764.16,3012.98
23-10-1998,2784.46,3006.91
26-10-1998,2889.71,3001.66
27-10-1998,2895.84,2996.64
28-10-1998,2833.04,2990.64
29-10-1998,2845.16,2986.39
30-10-1998,2812.49,2981.52
02-11-1998,2811.44,2976.41
03-11-1998,2812.06,2971.89
04-11-1998,2812.06,2967.92
05-11-1998,2842.51,2965.09
06-11-1998,2884.37,2963.72
09-11-1998,2983.67,2964.25
10-11-1998,3004.67,2964.47
11-11-1998,2976.17,2964.59
12-11-1998,3009.57,2966.06
13-11-1998,2976.12,2967.78
16-11-1998,2945.40,2968.74
17-11-1998,2968.60,2968.41
18-11-1998,3003.25,2969.69
19-11-1998,2964.87,2969.92
20-11-1998,2941.39,2969.09
23-11-1998,2919.57,2967.92
24-11-1998,2903.56,2966.79
25-11-1998,2881.69,2966.37
26-11-1998,2825.08,2964.65
27-11-1998,2783.10,2963.38
30-11-1998,2810.66,2962.17
01-12-1998,2804.03,2960.35
02-12-1998,2816.59,2957.83
03-12-1998,2804.46,2953.91
04-12-1998,2849.82,2950.00
07-12-1998,2921.80,2947.21
08-12-1998,2945.64,2944.63
09-12-1998,2950.21,2942.51
10-12-1998,2979.60,2939.53
11-12-1998,3002.54,2937.00
14-12-1998,2990.44,2934.65
15-12-1998,2927.48,2931.57
16-12-1998,2936.92,2929.13
17-12-1998,2864.44,2925.69
18-12-1998,2875.09,2922.20
21-12-1998,2973.37,2919.62
22-12-1998,2976.58,2915.68
23-12-1998,2962.50,2911.53
24-12-1998,2963.45,2907.67
25-12-1998,2963.45,2904.76
28-12-1998,3054.73,2904.00
29-12-1998,3046.29,2903.11
30-12-1998,3110.33,2903.24
31-12-1998,3055.41,2906.06
01-01-1999,3055.41,2908.21
04-01-1999,3122.04,2910.01
05-01-1999,3149.06,2914.02
06-01-1999,3205.68,2918.61
07-01-1999,3299.09,2925.38
08-01-1999,3397.84,2934.36
11-01-1999,3433.21,2942.98
12-01-1999,3353.22,2950.85
13-01-1999,3310.46,2958.19
14-01-1999,3292.28,2965.18
15-01-1999,3207.85,2972.22
18-01-1999,3278.58,2980.39
19-01-1999,3218.91,2987.61
20-01-1999,3218.91,2994.50
21-01-1999,3329.93,3001.49
22-01-1999,3297.86,3007.87
25-01-1999,3309.15,3015.43
26-01-1999,3309.15,3022.80
27-01-1999,3353.98,3031.39
28-01-1999,3292.95,3039.03
29-01-1999,3315.57,3047.03
01-02-1999,3265.91,3054.23
02-02-1999,3236.76,3060.49
03-02-1999,3277.57,3066.73
04-02-1999,3236.42,3070.74
05-02-1999,3215.35,3074.08
08-02-1999,3183.64,3077.38
09-02-1999,3207.71,3080.52
10-02-1999,3307.49,3085.78
11-02-1999,3313.40,3091.62
12-02-1999,3337.49,3097.48
15-02-1999,3315.08,3102.43
16-02-1999,3344.68,3108.46
17-02-1999,3336.42,3114.73
18-02-1999,3351.05,3121.58
19-02-1999,3354.92,3128.74
22-02-1999,3303.89,3135.44
23-02-1999,3283.97,3142.73
24-02-1999,3287.53,3150.73
25-02-1999,3281.29,3158.20
26-02-1999,3233.86,3165.03
01-03-1999,3523.98,3176.26
02-03-1999,3523.98,3187.68
03-03-1999,3640.42,3200.23
04-03-1999,3601.96,3211.02
05-03-1999,3649.06,3222.19
08-03-1999,3732.10,3234.60
09-03-1999,3784.11,3247.37
10-03-1999,3743.37,3259.13
11-03-1999,3673.51,3269.97
12-03-1999,3702.81,3282.28
15-03-1999,3783.71,3295.72
16-03-1999,3744.18,3309.68
17-03-1999,3672.71,3322.34
18-03-1999,3672.71,3333.44
19-03-1999,3672.63,3344.49
22-03-1999,3713.18,3356.41
23-03-1999,3757.50,3369.01
24-03-1999,3682.69,3380.43
25-03-1999,3682.69,3390.40
26-03-1999,3597.58,3399.15
29-03-1999,3597.58,3406.88
30-03-1999,3683.49,3416.85
31-03-1999,3739.96,3427.72
01-04-1999,3686.29,3436.67
02-04-1999,3686.29,3445.20
05-04-1999,3519.39,3450.18
06-04-1999,3569.47,3454.47
07-04-1999,3586.80,3457.47
08-04-1999,3538.17,3459.14
09-04-1999,3441.19,3460.53
12-04-1999,3463.77,3462.97
13-04-1999,3464.52,3465.70
14-04-1999,3464.52,3469.77
15-04-1999,3357.12,3471.02
16-04-1999,3572.91,3476.64
19-04-1999,3451.43,3480.33
20-04-1999,3443.99,3482.14
21-04-1999,3464.54,3484.79
22-04-1999,3408.74,3486.37
23-04-1999,3406.59,3487.91
26-04-1999,3245.27,3486.19
27-04-1999,3245.27,3485.43
28-04-1999,3272.71,3484.75
29-04-1999,3325.69,3485.70
30-04-1999,3325.69,3487.11
03-05-1999,3378.40,3488.71
04-05-1999,3502.95,3492.94
05-05-1999,3557.07,3498.37
06-05-1999,3648.86,3505.75
07-05-1999,3707.75,3513.69
10-05-1999,3820.25,3521.83
11-05-1999,3900.49,3531.15
12-05-1999,3876.89,3539.71
13-05-1999,4014.68,3550.81
14-05-1999,4075.47,3562.41
17-05-1999,4039.39,3573.57
18-05-1999,4085.11,3585.22
19-05-1999,4123.58,3597.42
20-05-1999,4079.45,3609.73
21-05-1999,4015.75,3621.35
24-05-1999,4028.98,3633.12
25-05-1999,4060.08,3645.48
26-05-1999,3973.30,3657.22
27-05-1999,3862.45,3662.59
28-05-1999,3773.32,3666.55
31-05-1999,3966.07,3671.72
01-06-1999,3912.00,3676.64
02-06-1999,3935.82,3681.19
03-06-1999,3976.88,3685.08
04-06-1999,4042.52,3689.18
07-06-1999,4035.32,3693.81
08-06-1999,4066.82,3700.05
09-06-1999,4041.89,3705.44
10-06-1999,4056.47,3709.77
11-06-1999,3969.36,3713.34
14-06-1999,3950.96,3717.76
15-06-1999,3901.73,3721.39
16-06-1999,4021.40,3726.93
17-06-1999,4125.25,3733.47
18-06-1999,4109.89,3739.06
21-06-1999,4210.36,3747.44
22-06-1999,4254.86,3756.52
23-06-1999,4157.13,3765.40
24-06-1999,4119.73,3773.69
25-06-1999,4111.77,3780.49
28-06-1999,4158.67,3787.13
29-06-1999,4170.83,3794.83
30-06-1999,4140.73,3802.04
01-07-1999,4144.52,3811.96
02-07-1999,4194.55,3821.88
05-07-1999,4306.40,3833.31
06-07-1999,4332.70,3845.92
07-07-1999,4321.51,3859.89
08-07-1999,4326.41,3873.58
09-07-1999,4362.87,3887.84
12-07-1999,4585.63,3905.64
13-07-1999,4615.20,3925.61
14-07-1999,4710.25,3943.66
15-07-1999,4679.92,3963.16
16-07-1999,4639.94,3982.14
19-07-1999,4716.81,4002.02
20-07-1999,4617.82,4021.21
21-07-1999,4659.59,4041.10
22-07-1999,4728.78,4064.65
23-07-1999,4672.12,4087.30
26-07-1999,4625.40,4108.77
27-07-1999,4593.22,4128.89
28-07-1999,4598.18,4149.09
29-07-1999,4603.42,4168.53
30-07-1999,4542.34,4185.03
02-08-1999,4494.18,4199.91
03-08-1999,4527.30,4213.85
04-08-1999,4644.07,4228.71
05-08-1999,4601.19,4241.11
06-08-1999,4575.30,4251.82
09-08-1999,4639.20,4263.92
10-08-1999,4594.12,4273.12
11-08-1999,4553.63,4280.71
12-08-1999,4543.64,4288.71
13-08-1999,4487.87,4295.10
16-08-1999,4558.23,4302.00
17-08-1999,4621.00,4310.60
18-08-1999,4705.13,4321.54
19-08-1999,4630.06,4331.08
20-08-1999,4645.81,4340.38
23-08-1999,4729.78,4352.39
24-08-1999,4792.10,4367.14
25-08-1999,4718.73,4382.15
26-08-1999,4846.36,4396.12
27-08-1999,4870.66,4411.34
30-08-1999,4905.89,4426.74
31-08-1999,4898.21,4441.36
01-09-1999,4824.44,4453.77
02-09-1999,4729.73,4464.79
03-09-1999,4709.93,4475.00
06-09-1999,4832.56,4487.55
07-09-1999,4773.65,4498.94
08-09-1999,4781.62,4511.83
09-09-1999,4764.59,4524.74
10-09-1999,4760.21,4538.37
13-09-1999,4760.21,4550.10
14-09-1999,4731.12,4559.72
15-09-1999,4661.04,4568.46
16-09-1999,4571.09,4574.19
17-09-1999,4618.39,4579.96
20-09-1999,4641.07,4587.64
21-09-1999,4633.00,4595.79
22-09-1999,4687.23,4604.92
23-09-1999,4735.81,4614.08
24-09-1999,4757.82,4623.40
27-09-1999,4715.67,4632.53
28-09-1999,4733.42,4641.87
29-09-1999,4797.41,4651.44
30-09-1999,4764.42,4658.71
01-10-1999,4702.31,4664.58
04-10-1999,4654.72,4669.87
05-10-1999,4708.92,4675.94
06-10-1999,4697.70,4681.26
07-10-1999,4963.10,4687.25
08-10-1999,4981.74,4693.07
11-10-1999,5031.78,4698.17
12-10-1999,5057.32,4704.16
13-10-1999,5032.99,4710.40
14-10-1999,5075.39,4716.09
15-10-1999,4884.02,4720.32
18-10-1999,4930.69,4724.62
19-10-1999,4930.69,4727.82
20-10-1999,4943.14,4732.13
21-10-1999,4836.91,4735.48
22-10-1999,4783.08,4738.50
25-10-1999,4816.01,4741.95
26-10-1999,4814.34,4745.30
27-10-1999,4756.20,4748.70
28-10-1999,4594.57,4750.29
29-10-1999,4444.56,4748.98
01-11-1999,4270.74,4743.05
02-11-1999,4491.56,4741.31
03-11-1999,4456.18,4739.42
04-11-1999,4485.92,4736.99
05-11-1999,4598.45,4737.06
08-11-1999,4598.45,4737.77
09-11-1999,4621.96,4739.01
10-11-1999,4621.96,4741.14
11-11-1999,4639.36,4742.43
12-11-1999,4629.61,4742.56
15-11-1999,4585.92,4740.67
16-11-1999,4578.87,4739.86
17-11-1999,4541.48,4738.20
18-11-1999,4606.16,4736.24
19-11-1999,4584.10,4732.94
22-11-1999,4636.31,4731.63
23-11-1999,4636.31,4728.30
24-11-1999,4686.11,4725.37
25-11-1999,4740.68,4722.75
26-11-1999,4704.99,4719.68
29-11-1999,4639.43,4716.74
30-11-1999,4622.21,4715.03
01-12-1999,4614.96,4713.53
02-12-1999,4691.67,4711.29
03-12-1999,4714.14,4710.35
06-12-1999,4835.98,4711.21
07-12-1999,4864.62,4712.80
08-12-1999,4799.22,4713.42
09-12-1999,4839.16,4714.67
10-12-1999,4788.47,4715.58
13-12-1999,4802.96,4717.83
14-12-1999,4690.78,4719.73
15-12-1999,4665.56,4720.48
16-12-1999,4710.49,4721.58
17-12-1999,4675.85,4722.26
20-12-1999,4746.61,4723.21
21-12-1999,4786.01,4724.00
22-12-1999,4948.54,4727.03
23-12-1999,4969.22,4731.05
24-12-1999,4874.73,4733.30
27-12-1999,4818.37,4733.63
28-12-1999,4861.93,4735.18
29-12-1999,4939.47,4738.94
30-12-1999,5005.82,4744.52
31-12-1999,5005.82,4749.23
03-01-2000,5375.11,4759.98
04-01-2000,5491.01,4768.36
05-01-2000,5357.00,4774.32
06-01-2000,5421.53,4780.50
07-01-2000,5414.48,4786.17
10-01-2000,5518.39,4793.88
11-01-2000,5296.30,4797.38
12-01-2000,5491.20,4807.02
13-01-2000,5444.82,4815.18
14-01-2000,5471.27,4823.76
17-01-2000,5404.07,4831.08
18-01-2000,5464.51,4841.04
19-01-2000,5478.24,4852.08
20-01-2000,5355.80,4860.64
21-01-2000,5423.05,4870.31
24-01-2000,5458.06,4881.45
25-01-2000,5367.79,4893.72
26-01-2000,5367.79,4908.37
27-01-2000,5369.10,4925.81
28-01-2000,5335.80,4939.21
31-01-2000,5205.29,4951.10
01-02-2000,5215.54,4962.68
02-02-2000,5304.92,4973.89
03-02-2000,5340.19,4985.67
04-02-2000,5313.59,4996.65
07-02-2000,5474.00,5010.17
08-02-2000,5610.56,5025.59
09-02-2000,5649.10,5041.77
10-02-2000,5789.04,5060.87
11-02-2000,5933.56,5082.37
14-02-2000,5924.31,5104.32
15-02-2000,5803.19,5123.32
16-02-2000,5725.50,5141.44
17-02-2000,5835.15,5160.47
18-02-2000,5721.65,5177.69
21-02-2000,5874.89,5196.56
22-02-2000,5883.33,5214.70
23-02-2000,5642.46,5229.58
24-02-2000,5810.17,5248.16
25-02-2000,5623.08,5264.05
28-02-2000,5740.69,5281.92
29-02-2000,5447.47,5293.92
01-03-2000,5642.12,5308.65
02-03-2000,5528.31,5319.64
03-03-2000,5378.27,5327.79
06-03-2000,5520.69,5339.24
07-03-2000,5589.85,5351.16
08-03-2000,5511.42,5362.63
09-03-2000,5328.79,5370.98
10-03-2000,5301.78,5380.68
13-03-2000,5129.22,5388.04
14-03-2000,5175.71,5395.42
15-03-2000,5249.76,5404.53
16-03-2000,5102.41,5410.18
17-03-2000,5102.41,5415.20
20-03-2000,5102.41,5417.64
21-03-2000,5133.24,5420.25
22-03-2000,5201.87,5425.44
23-03-2000,5115.02,5430.15
24-03-2000,5141.42,5434.58
27-03-2000,5146.30,5437.87
28-03-2000,5156.12,5440.25
29-03-2000,5102.46,5441.79
30-03-2000,5041.08,5436.48
31-03-2000,5001.28,5428.71
03-04-2000,5052.94,5423.89
04-04-2000,4691.46,5412.30
05-04-2000,4757.06,5401.86
06-04-2000,4866.73,5391.52
07-04-2000,5219.20,5390.29
10-04-2000,5442.86,5389.53
11-04-2000,5541.54,5391.06
12-04-2000,5426.82,5390.36
13-04-2000,5172.13,5386.67
14-04-2000,5172.13,5382.03
17-04-2000,4880.71,5372.55
18-04-2000,4745.47,5362.86
19-04-2000,4665.81,5350.84
20-04-2000,4657.42,5338.13
21-04-2000,4657.42,5326.86
24-04-2000,4511.05,5313.26
25-04-2000,4533.99,5300.00
26-04-2000,4626.39,5288.74
27-04-2000,4679.63,5280.40
28-04-2000,4657.55,5271.54
01-05-2000,4657.55,5261.27
02-05-2000,4372.22,5245.90
03-05-2000,4335.29,5230.37
04-05-2000,4553.92,5215.77
05-05-2000,4693.88,5201.22
08-05-2000,4463.40,5182.40
09-05-2000,4578.49,5163.18
10-05-2000,4458.40,5139.77
11-05-2000,4251.36,5113.21
12-05-2000,4107.14,5086.29
15-05-2000,4212.53,5062.27
16-05-2000,4230.13,5036.80
17-05-2000,4234.23,5013.19
18-05-2000,4192.44,4986.48
19-05-2000,4068.65,4957.68
22-05-2000,3920.18,4930.34
23-05-2000,3943.54,4900.71
24-05-2000,3933.65,4873.90
25-05-2000,3999.03,4846.25
26-05-2000,4084.71,4824.62
29-05-2000,4189.85,4801.57
30-05-2000,4311.77,4782.26
31-05-2000,4433.61,4767.26
01-06-2000,4325.47,4748.29
02-06-2000,4453.47,4730.25
05-06-2000,4531.53,4714.70
06-06-2000,4591.68,4703.00
07-06-2000,4604.84,4691.94
08-06-2000,4728.81,4685.58
09-06-2000,4729.63,4678.50
12-06-2000,4639.46,4668.81
13-06-2000,4615.13,4661.08
14-06-2000,4625.04,4653.50
15-06-2000,4653.22,4646.37
16-06-2000,4764.67,4640.52
19-06-2000,4837.24,4634.73
20-06-2000,4863.90,4630.75
21-06-2000,4731.57,4624.24
22-06-2000,4794.16,4618.65
23-06-2000,4721.70,4611.76
26-06-2000,4670.09,4604.89
27-06-2000,4686.91,4599.27
28-06-2000,4642.56,4593.58
29-06-2000,4785.63,4589.33
30-06-2000,4748.77,4590.24
03-07-2000,4844.98,4591.64
04-07-2000,4887.06,4591.96
05-07-2000,4940.38,4587.54
06-07-2000,4885.60,4578.69
07-07-2000,4905.94,4568.60
10-07-2000,4867.43,4559.72
11-07-2000,4898.07,4555.37
12-07-2000,4964.28,4552.07
13-07-2000,4880.80,4552.07
14-07-2000,4856.82,4553.84
17-07-2000,4747.32,4555.14
18-07-2000,4734.80,4556.36
19-07-2000,4616.01,4555.71
20-07-2000,4575.67,4556.73
21-07-2000,4463.66,4555.62
24-07-2000,4188.34,4548.66
25-07-2000,4336.20,4543.21
26-07-2000,4191.27,4535.81
27-07-2000,4281.13,4529.84
28-07-2000,4276.70,4528.32
31-07-2000,4279.86,4527.44
01-08-2000,4253.69,4522.67
02-08-2000,4260.88,4515.80
03-08-2000,4207.63,4511.74
04-08-2000,4186.16,4505.51
07-08-2000,4201.25,4501.43
08-08-2000,4317.22,4502.48
09-08-2000,4317.04,4505.81
10-08-2000,4253.23,4506.46
11-08-2000,4192.00,4505.85
14-08-2000,4232.51,4505.82
15-08-2000,4232.51,4506.46
16-08-2000,4325.67,4510.54
17-08-2000,4294.18,4516.48
18-08-2000,4347.04,4522.88
21-08-2000,4409.57,4530.43
22-08-2000,4461.23,4537.77
23-08-2000,4444.79,4543.49
24-08-2000,4459.07,4547.76
25-08-2000,4416.86,4549.43
28-08-2000,4395.81,4548.83
29-08-2000,4401.82,4550.04
30-08-2000,4411.85,4549.38
31-08-2000,4477.31,4548.52
01-09-2000,4477.31,4546.70
04-09-2000,4602.43,4546.66
05-09-2000,4598.65,4544.60
06-09-2000,4606.35,4542.64
07-09-2000,4628.93,4542.47
08-09-2000,4668.27,4543.32
11-09-2000,4696.60,4544.45
12-09-2000,4763.63,4546.21
13-09-2000,4702.52,4545.22
14-09-2000,4671.92,4542.60
15-09-2000,4562.38,4537.81
18-09-2000,4366.41,4532.01
19-09-2000,4264.34,4523.60
20-09-2000,4325.55,4517.32
21-09-2000,4257.20,4510.76
22-09-2000,4032.37,4500.37
25-09-2000,4173.48,4492.93
26-09-2000,4089.58,4481.88
27-09-2000,4164.10,4472.60
28-09-2000,4067.38,4460.25
29-09-2000,4090.38,4447.61
02-10-2000,4090.38,4434.12
03-10-2000,4135.55,4422.21
04-10-2000,4160.41,4410.38
05-10-2000,4116.25,4398.45
06-10-2000,4092.42,4385.67
09-10-2000,4056.07,4371.25
10-10-2000,3945.28,4356.40
11-10-2000,3836.51,4340.21
12-10-2000,3847.58,4325.92
13-10-2000,3738.93,4310.12
16-10-2000,3728.67,4296.03
17-10-2000,3664.79,4281.57
18-10-2000,3593.63,4267.76
19-10-2000,3702.83,4260.06
20-10-2000,3692.75,4249.84
23-10-2000,3619.53,4240.77
24-10-2000,3651.99,4230.78
25-10-2000,3743.61,4222.32
26-10-2000,3743.61,4213.81
27-10-2000,3729.12,4205.48
30-10-2000,3689.43,4196.41
31-10-2000,3711.02,4188.53
01-11-2000,3788.53,4182.22
02-11-2000,3875.79,4177.05
03-11-2000,3935.70,4170.99
06-11-2000,3931.54,4164.88
07-11-2000,3954.83,4160.14
08-11-2000,4028.71,4157.55
09-11-2000,4022.50,4154.21
10-11-2000,3941.13,4149.59
13-11-2000,3820.08,4141.56
14-11-2000,3943.54,4136.00
15-11-2000,3946.53,4129.64
16-11-2000,3901.90,4121.58
17-11-2000,3905.84,4112.77
20-11-2000,3926.52,4104.54
21-11-2000,3924.70,4096.06
22-11-2000,3862.39,4087.26
23-11-2000,3852.40,4078.63
24-11-2000,3868.34,4070.16
27-11-2000,3969.20,4063.14
28-11-2000,4023.92,4055.94
29-11-2000,3996.18,4048.30
30-11-2000,3997.99,4038.71
01-12-2000,4031.96,4029.71
04-12-2000,4036.49,4020.67
05-12-2000,4071.98,4011.83
06-12-2000,4108.43,4002.94
07-12-2000,4124.91,3993.87
08-12-2000,4156.08,3984.22
11-12-2000,4228.29,3976.70
12-12-2000,4219.48,3969.51
13-12-2000,4284.98,3965.11
14-12-2000,4270.45,3963.59
15-12-2000,4137.16,3961.57
18-12-2000,4169.39,3959.09
19-12-2000,4152.94,3957.44
20-12-2000,4086.41,3958.29
21-12-2000,4034.23,3956.08
22-12-2000,3905.90,3953.17
25-12-2000,3905.90,3949.07
26-12-2000,3826.82,3945.25
27-12-2000,3877.55,3941.87
28-12-2000,3932.78,3939.37
29-12-2000,3972.12,3936.78
01-01-2001,3972.12,3933.79
02-01-2001,4018.88,3932.24
03-01-2001,4060.02,3931.73
04-01-2001,4115.37,3932.67
05-01-2001,4183.73,3936.45
08-01-2001,4120.43,3940.96
09-01-2001,4125.31,3945.37
10-01-2001,4047.64,3950.27
11-01-2001,4027.13,3955.01
12-01-2001,4036.58,3960.91
